run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434617	ERP133481	SAMEA11322549	ERS8967390	ERX7004322	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	DDX41_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	271392190	34195415940	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:DDX41_p	E-MTAB-11202:DDX41_	9938781608;10252133029	0892582d3430fdb72f7516d8d2a4d6af;5c366ac1f201b8a16a24e0aa375710d4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434617/ERR7434617_2.fastq.gz	9596089801;9907939229	903c332c9ff97e99374df4312c2adfa0;68eb49294a51aeaa0aea3065a580bd2d	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434617/DDX41_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434617/DDX41_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434617/DDX41_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434617/DDX41_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434617/DDX41_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434617/DDX41_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:DDX41	ArrayExpress	DDX41		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434617.bam	19225323336	1ce38b36b718a3aae6d6886a7bad89fb
ERR7434588	ERP133481	SAMEA11322520	ERS8967361	ERX7004293	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CLK4_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	208257786	26240481036	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CLK4_p	E-MTAB-11202:CLK4_	6945799274;7610033532	914ca8daca7f2bfe1b4271a1dc0fb913;cd09f02581aff82b471af9f70d493f32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434588/ERR7434588_2.fastq.gz	6678381740;7337761748	29081b16b7f9480c6e16663bf0dc46f1;4d1f9ac5d8fff26df100019e14170552	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434588/CLK4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434588/CLK4_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434588/CLK4_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434588/CLK4_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434588/CLK4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434588/CLK4_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CLK4	ArrayExpress	CLK4		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434588.bam	13794113765	cc6e7df3af4140670bdcdf0b9fcae58a
ERR7434646	ERP133481	SAMEA11322578	ERS8967419	ERX7004351	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	EWSR1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	233511812	29422488312	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:EWSR1_p	E-MTAB-11202:EWSR1_	8493892915;9203665606	2134d8996a099d0bce2fcaf87bf5133f;1c7412212beb6cb29f35e10534d0ad4a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434646/ERR7434646_2.fastq.gz	8182603278;8891954637	0ee50ff77d717f339e544b49616921af;1d94a1d942ca059c55ac099e0e750890	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434646/EWSR1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434646/EWSR1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434646/EWSR1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434646/EWSR1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434646/EWSR1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434646/EWSR1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:EWSR1	ArrayExpress	EWSR1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434646.bam	16937996471	2cf54492d6ab80523bfbf68aa72e310a
ERR7434619	ERP133481	SAMEA11322551	ERS8967392	ERX7004324	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	DDX5_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	214875368	27074296368	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:DDX5_p	E-MTAB-11202:DDX5_	7591556110;7720257304	69afb8fe9059d3004833e83ab1953b76;8f6499e2ca47ed96b5e43a8436b6308b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434619/ERR7434619_2.fastq.gz	7309209291;7438317325	5370cd91db58539cdcc7838ef18681bc;8a6d4035e4314fc9212f494fddf3aa51	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434619/DDX5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434619/DDX5_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434619/DDX5_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434619/DDX5_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434619/DDX5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434619/DDX5_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:DDX5	ArrayExpress	DDX5		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434619.bam	14476105043	6bbcc0e75d7d7fdd1cad392342a176ba
ERR7434648	ERP133481	SAMEA11322580	ERS8967421	ERX7004353	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	EZH2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	220908470	27834467220	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:EZH2_p	E-MTAB-11202:EZH2_	7642617034;8173623113	1dbbb2b86d07e19ed9a42d8a8af1fff9;255eeedeccd23c541ea66167b9be69bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434648/ERR7434648_2.fastq.gz	7355810851;7882972386	dbf5c96e183daa9bc3addbcb73dc2e17;e860ce0a4fbb1d8283ce7294be5455d6	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434648/EZH2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434648/EZH2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434648/EZH2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434648/EZH2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434648/EZH2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434648/EZH2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:EZH2	ArrayExpress	EZH2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434648.bam	15017960819	4190e16d2520969fa1a3eb4de6618b73
ERR7434597	ERP133481	SAMEA11322529	ERS8967370	ERX7004302	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CPSF6_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	207640104	26162653104	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CPSF6_p	E-MTAB-11202:CPSF6_	7572059991;8065598331	c9cb64bfad369c97b3b2617f06762f56;99a3bc84464f6058f9b0147fa766afd3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434597/ERR7434597_2.fastq.gz	7313903130;7804918960	ac4fe08834f69f1168b4bcef26ec436b;1e3cffadd3c95efb35b50eed608623f6	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434597/CPSF6_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434597/CPSF6_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434597/CPSF6_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434597/CPSF6_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434597/CPSF6_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434597/CPSF6_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CPSF6	ArrayExpress	CPSF6		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434597.bam	14955933254	03a77dbe28a50268ff7f84d6647d4cc4
ERR7434650	ERP133481	SAMEA11322582	ERS8967423	ERX7004355	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	FAM50A_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	227787876	28701272376	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:FAM50A_p	E-MTAB-11202:FAM50A_	8313920441;8574072759	37a78998822a023fc2ab8b06c318592e;e9536a42a4d08f6ccf437d1b10d56c8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434650/ERR7434650_2.fastq.gz	8017292231;8275689317	5c68edd600300feeb4878baad03d0c70;ec83bd23ec2425dd7e1421274978df82	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434650/FAM50A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434650/FAM50A_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434650/FAM50A_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434650/FAM50A_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434650/FAM50A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434650/FAM50A_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:FAM50A	ArrayExpress	FAM50A		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434650.bam	16069305818	84a99a45e8479ab2831819fc30f917af
ERR7434621	ERP133481	SAMEA11322553	ERS8967394	ERX7004326	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	DEK_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	205063852	25838045352	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:DEK_p	E-MTAB-11202:DEK_	7559220052;7421638340	bb8c48b4d435f5426e179d6765f41be1;9411d90ee18a43adda131d2dfb132ce5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434621/ERR7434621_2.fastq.gz	7292127951;7156696758	e018d9d086718e1a527fbd880dfc9ffa;2e3cdcf80b3b4933bf841ebe86f93ddd	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434621/DEK_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434621/DEK_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434621/DEK_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434621/DEK_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434621/DEK_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434621/DEK_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:DEK	ArrayExpress	DEK		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434621.bam	14212331057	2834d2fccc5f83965ec53de8c45cb75f
ERR7434662	ERP133481	SAMEA11322594	ERS8967435	ERX7004367	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	HMGA1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	220446160	27776216160	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:HMGA1_p	E-MTAB-11202:HMGA1_	7979452201;8215036808	39031cb371782e17d4266db7348ae919;15372cc521b123c38b6dc89f8c6eb5b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434662/ERR7434662_2.fastq.gz	7682665173;7917655252	6431743be65adee7a11cbaf3c5024316;45579843c5e3403e18d92d5c6833228f	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434662/HMGA1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434662/HMGA1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434662/HMGA1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434662/HMGA1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434662/HMGA1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434662/HMGA1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:HMGA1	ArrayExpress	HMGA1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/002/ERR7434662.bam	15392280606	6330109c478abbbacfd2eb31f781d67c
ERR7434598	ERP133481	SAMEA11322530	ERS8967371	ERX7004303	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	CRNKL1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	214721142	27054863892	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:CRNKL1_p	E-MTAB-11202:CRNKL1_	8071042051;8290015101	1327edb7e38fcc412cc5903513775587;2720e292edd61a798a502734a66e4ad4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434598/ERR7434598_2.fastq.gz	7809432859;8030284108	7721196f8b7f0a0f3fa35dc0518c9394;e5ec90cab63b4312ba3321a9822b12ca	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434598/CRNKL1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434598/CRNKL1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434598/CRNKL1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434598/CRNKL1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434598/CRNKL1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434598/CRNKL1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:CRNKL1	ArrayExpress	CRNKL1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434598.bam	15644405105	f456de1c215b801b4d1ddf3aa095826c
ERR7434663	ERP133481	SAMEA11322595	ERS8967436	ERX7004368	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	HNRNPA0_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	248491158	31309885908	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:HNRNPA0_p	E-MTAB-11202:HNRNPA0_	9230127965;9491661660	651a9ef75b4bc8a8d3a36c1d26889949;42ccdb7d196755f70f6eb662f8f40634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434663/ERR7434663_2.fastq.gz	8912010390;9171089181	d01f47bee5caf4192208ccca4f2aa03d;0c1a93ce6818622bed885cae4076a7c8	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434663/HNRNPA0_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434663/HNRNPA0_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434663/HNRNPA0_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434663/HNRNPA0_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434663/HNRNPA0_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434663/HNRNPA0_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:HNRNPA0	ArrayExpress	HNRNPA0		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434663.bam	17889106384	f9810faaeca19dd05c94322f28ecf90a
